function,file,line,package,verdict,design_score,test_score,quality_score,test_quality,tests_executing,direct_tests,cov_all_pct,mutants_killed,mutants_total,trivial,verified,top_issue
Succeeded,internal/fanout/fanout.go,127,internal/fanout,rework,2,3,5,adequate,1,TestRunReportsEveryTargetOnFailure,100.0,1,1,False,upheld,"Line 131 `_ = ns.Add(r.Target.Name)`: a probe gave Len 2 for 'exe[2-3]', and silently dropped 'a,b[' and a Host-only target. GroupByOutput guards this with hostname.Check and a Host fallback (lines 199-208). The function is used only by its test."
Status,internal/fanout/fanout.go,140,internal/fanout,nit,4,4,8,strong,24,TestGroupByOutputKeepsApartWhatEndedDifferently,85.7,1,3,False,,"The doc comment lists ok, exit N, unreachable and interrupted. The function also returns 'failed' (for example ExitCode -1 or context.DeadlineExceeded) and 'no result' for nil, and callers print these."
GroupByOutput,internal/fanout/fanout.go,185,internal/fanout,good,5,3,8,adequate,7,TestGroupByOutput TestGroupByOutputKeepsApartWhatEndedDifferently TestGroupByOutputRefusesWhatIsNotAHostName,91.3,5,8,False,,
Recovered,internal/fanout/recover.go,30,internal/fanout,good,5,4,9,strong,66,TestRunTurnsAPanicIntoThatTargetsFailure,100.0,2,2,False,,
untrustedError.Error,internal/fileutil/fileutil.go,29,internal/fileutil,good,5,3,8,adequate,5,,100.0,,,True,,
untrustedError.Is,internal/fileutil/fileutil.go,30,internal/fileutil,good,5,3,8,adequate,9,,100.0,,,True,,
untrusted,internal/fileutil/fileutil.go,32,internal/fileutil,good,4,3,7,adequate,10,,100.0,,,True,,"Takes a format string but lacks the conventional 'f' suffix (Errorf, Sprintf). Cosmetic, since vet infers printf wrappers anyway."
WriteAtomic,internal/fileutil/fileutil.go,49,internal/fileutil,good,5,3,8,adequate,95,TestWriteAtomic TestWriteAtomicKeepsModeAndGroup TestWriteAtomicKeepsOwnerAndGroupAsRoot TestWriteAtomicWritesThroughALink TestWriteAtomicRefusesAnotherUsersLink,74.3,5,8,False,,
keepOwner,internal/fileutil/fileutil.go,112,internal/fileutil,good,5,2,7,weak,17,,85.7,2,5,False,,
syncDir,internal/fileutil/fileutil.go,125,internal/fileutil,good,5,2,7,weak,94,,85.7,0,4,False,,
resolve,internal/fileutil/fileutil.go,141,internal/fileutil,bug,2,3,5,adequate,96,,82.4,4,7,False,upheld,"Verified: base/a_link -> base/x/y and y/file -> ../other. The kernel reads base/x/other, but resolve returns base/other. WriteAtomic and Update then create a stray base/other with empty 'current' content and leave the real target untouched."
WriteNew,internal/fileutil/fileutil.go,172,internal/fileutil,nit,4,2,6,weak,12,TestWriteNewNeverReplacesAFile,66.7,2,6,False,,"It calls f.Sync but never syncDir. The file's existence is not durable across a crash, which is inconsistent with WriteAtomic's documented durability steps."
Update,internal/fileutil/fileutil.go,198,internal/fileutil,good,5,3,8,adequate,19,TestUpdateSerialises TestUpdateReportsChangeErrors TestWriteAtomicWritesThroughALink,78.6,5,7,False,,
Lock,internal/fileutil/fileutil.go,230,internal/fileutil,rework,3,3,6,adequate,22,TestLockIsSharedWithTheGroup,81.2,3,6,False,downgraded,"Verified: while another process holds the lock, Lock returns 'locking X: context deadline exceeded' after 30s. The !ok branch with 'another clusterctl is holding the lock' can never run, because flock's tryCtx returns ctx.Err() on timeout."
lockMode,internal/fileutil/fileutil.go,255,internal/fileutil,good,5,3,8,adequate,22,,90.9,2,3,False,,
shareLock,internal/fileutil/fileutil.go,277,internal/fileutil,good,5,3,8,adequate,22,,70.0,3,4,False,,
EnsureDir,internal/fileutil/fileutil.go,299,internal/fileutil,nit,4,4,8,strong,352,TestEnsureDirRefusesADirectoryOthersCanWrite TestEnsureDirRefusesAnotherUsersDirectory,80.0,7,8,False,,"Callers (tunnel, mcpserver, transport) can't tell from the name that a group-writable or root-owned directory is refused, which is the function's main purpose."
CheckTrusted,internal/fileutil/fileutil.go,332,internal/fileutil,good,5,4,9,strong,370,TestCheckTrusted TestCheckTrustedRefusesAnotherUsersFile,87.5,5,6,False,,
CheckTrustedParent,internal/fileutil/fileutil.go,351,internal/fileutil,good,4,4,8,strong,265,TestCheckTrusted,85.7,3,5,False,,"'checks the directory holding path, whoever could replace path' does not parse."
trustedOwner,internal/fileutil/fileutil.go,364,internal/fileutil,good,5,4,9,strong,372,,100.0,2,2,False,,
CopyTo,internal/fileutil/fileutil.go,374,internal/fileutil,rework,3,0,3,none,0,,0.0,,,False,upheld,"Dead exported function: rg finds no caller. The doc's 'new file with the given permission' contradicts WriteAtomic's overwrite and keep-mode behaviour, so a future caller expecting WriteNew-like semantics would silently clobber a file."
owner,internal/fileutil/owner_other.go,11,internal/fileutil,good,5,0,5,none,0,,,,,True,,
owner,internal/fileutil/owner_unix.go,14,internal/fileutil,good,5,3,8,adequate,419,,75.0,2,3,False,,
sentinelError.Error,internal/groups/groups.go,63,internal/groups,good,5,3,8,adequate,8,,100.0,,,True,,
sentinelError.Is,internal/groups/groups.go,64,internal/groups,good,5,3,8,adequate,7,,100.0,,,True,,
notDefined,internal/groups/groups.go,66,internal/groups,good,4,3,7,adequate,8,,100.0,,,True,,"Printf-style helper whose name does not end in f, against Go convention and the repo's own exitcode.Errorf. Readers may not expect format verbs. Cosmetic only; vet still infers printf wrappers."
New,internal/groups/groups.go,113,internal/groups,nit,4,3,7,adequate,323,TestSourcesAndDefault,62.5,0,2,False,,"A DefaultSource that names no configured source is accepted here, and no config validation checks it either. Every bare @group and @* then fails at use with 'unknown group source' instead of at load or config validate."
Resolver.DefaultSource,internal/groups/groups.go,139,internal/groups,good,5,4,9,strong,1,TestSourcesAndDefault,100.0,,,True,,
Resolver.Sources,internal/groups/groups.go,142,internal/groups,good,5,5,10,strong,22,TestSourcesAndDefault,100.0,,,False,,
Resolver.Resolve,internal/groups/groups.go,158,internal/groups,good,5,3,8,adequate,39,TestBareGroupSearch TestAStaleListDoesNotPassTheSearchOn TestUnknownGroupIsReported,94.4,6,8,False,,
Resolver.resolveIn,internal/groups/groups.go,185,internal/groups,good,5,3,8,adequate,40,TestAttributeSource TestStaticSourceAndNesting TestExecSourceSubstitutesArgumentsNotShellWords,88.0,7,8,False,,
Resolver.All,internal/groups/groups.go,231,internal/groups,nit,4,2,6,weak,1,TestListAndAll,64.0,1,8,False,,"With several sources and no defaultSource, r.def is empty, so @* fails with 'unknown group source """" (known: ...)'. The message does not say the default is missing or that a source should be named."
Resolver.List,internal/groups/groups.go,273,internal/groups,good,5,3,8,adequate,12,TestListAndAll TestExecListIsCached,86.4,6,8,False,,
Resolver.execFailed,internal/groups/groups.go,317,internal/groups,nit,4,4,8,strong,11,TestBareGroupSearch TestAStaleListDoesNotPassTheSearchOn,100.0,5,5,False,,"The name does not say it may send a second ssh command (the uncached list) or turn the error into ErrNotDefined. r.sources[name] is also looked up twice (L319, L324)."
Resolver.GroupsOf,internal/groups/groups.go,339,internal/groups,good,5,4,9,strong,8,TestGroupsOf TestGroupsOfKeepsWhatTheOtherSourcesFound,100.0,2,3,False,,
Resolver.groupsIn,internal/groups/groups.go,355,internal/groups,good,5,3,8,adequate,8,,77.3,4,8,False,,
Resolver.execCached,internal/groups/groups.go,392,internal/groups,good,5,4,9,strong,22,TestExecResultsAreCached TestExecListIsCached TestDiskCacheIsKeptPerScopeHostAndGroup,100.0,7,8,False,,
Resolver.exec,internal/groups/groups.go,417,internal/groups,good,5,3,8,adequate,14,,75.0,1,2,False,,
Resolver.prepare,internal/groups/groups.go,427,internal/groups,good,5,3,8,adequate,27,TestExecSourceSubstitutesArgumentsNotShellWords TestExecSourceNeedsARole TestExecSourceQuotesHostileGroupNames,84.2,5,8,False,,
Resolver.run,internal/groups/groups.go,463,internal/groups,nit,4,4,8,strong,26,TestExecSourceBoundsItsCommands TestFailingGroupCommandKeepsItsMessage TestFailingGroupCommandEscapesItsMessage,100.0,6,6,False,,"An uncoded result.Err with exit code 0 (transport's 'output was cut off' error) is replaced by '<cmd> exited 0: <first stdout line>', which drops the real reason. Only reachable with over 32 MiB of output."
firstLine,internal/groups/groups.go,484,internal/groups,good,4,2,6,weak,2,,80.0,1,1,False,,The name suggests the first line of one string. When all candidates are blank it returns a fallback sentence the caller cannot tell apart. Cosmetic.
fields,internal/groups/groups.go,497,internal/groups,good,5,3,8,adequate,20,,100.0,,,True,,
cacheKey,internal/groups/groups.go,505,internal/groups,good,5,2,7,weak,41,,100.0,,,True,,
Resolver.cached,internal/groups/groups.go,509,internal/groups,good,5,2,7,weak,41,TestExecResultsAreCached,100.0,,,True,,
Resolver.store,internal/groups/groups.go,516,internal/groups,good,5,2,7,weak,34,TestExecResultsAreCached,100.0,,,True,,
Resolver.diskKey,internal/groups/groups.go,527,internal/groups,good,5,4,9,strong,15,TestDiskCacheIsKeptPerScopeHostAndGroup TestGroupCacheIsKeptPerCluster,100.0,,,False,,
Resolver.readDisk,internal/groups/groups.go,539,internal/groups,good,5,3,8,adequate,15,TestExecListIsCached TestDiskCacheIsKeptPerScopeHostAndGroup,80.0,5,8,False,,
Resolver.writeDisk,internal/groups/groups.go,558,internal/groups,good,5,3,8,adequate,8,TestExecListIsCached,75.0,1,1,False,,
Resolver.cachePath,internal/groups/groups.go,573,internal/groups,good,5,3,8,adequate,15,,100.0,,,True,,
Entry.String,internal/hostkeys/hostkeys.go,78,internal/hostkeys,good,5,5,10,strong,8,TestEntryString TestParseReadsMarkers TestRewriteKeepsComments,100.0,2,2,False,,
Entry.IsHostKey,internal/hostkeys/hostkeys.go,91,internal/hostkeys,good,5,4,9,strong,14,TestParseReadsMarkers,100.0,,,True,,
Entry.Matches,internal/hostkeys/hostkeys.go,96,internal/hostkeys,good,5,4,9,strong,7,TestMatchesHashedAndWildcardEntries TestEntryString,100.0,6,6,False,,
names,internal/hostkeys/hostkeys.go,115,internal/hostkeys,good,4,3,7,adequate,13,TestMatchesHashedAndWildcardEntries,100.0,2,2,False,,"The bare name 'names' reads like a list of names at call sites such as '!names(h, host)' in remove and Add."
matchPattern,internal/hostkeys/hostkeys.go,122,internal/hostkeys,good,4,4,8,strong,15,TestMatchesHashedAndWildcardEntries,100.0,1,1,False,,"No doc comment. It has an unstated precondition: the caller lowercases the host, while the pattern is lowercased here."
matchHashed,internal/hostkeys/hostkeys.go,134,internal/hostkeys,good,5,3,8,adequate,1,TestMatchesHashedAndWildcardEntries,75.0,3,6,False,,
matchWildcard,internal/hostkeys/hostkeys.go,154,internal/hostkeys,good,5,4,9,strong,15,TestMatchesHashedAndWildcardEntries,86.7,6,8,False,,
Parse,internal/hostkeys/hostkeys.go,196,internal/hostkeys,good,5,4,9,strong,16,TestParseAndRender TestParseReadsMarkers TestParseRejectsAMalformedLine TestRewriteKeepsComments,100.0,7,8,False,,
File.Render,internal/hostkeys/hostkeys.go,243,internal/hostkeys,good,5,2,7,weak,12,TestRewriteKeepsComments TestParseAndRender,95.5,1,5,False,,
File.Find,internal/hostkeys/hostkeys.go,277,internal/hostkeys,good,5,5,10,strong,5,TestFindAndRemove TestParseReadsMarkers TestMatchesHashedAndWildcardEntries TestAddReplacesTheSameHostAndType,100.0,1,1,False,,
File.Revoked,internal/hostkeys/hostkeys.go,288,internal/hostkeys,good,4,4,8,strong,3,TestParseReadsMarkers,100.0,3,3,False,,"Only key.Key is used; Type, Hosts and the other fields of the Entry parameter are ignored."
File.Remove,internal/hostkeys/hostkeys.go,302,internal/hostkeys,good,5,4,9,strong,9,TestFindAndRemove TestMatchesHashedAndWildcardEntries TestParseReadsMarkers,100.0,,,True,,
File.remove,internal/hostkeys/hostkeys.go,309,internal/hostkeys,good,5,4,9,strong,11,TestFindAndRemove TestRewriteKeepsComments,100.0,5,5,False,,
File.Add,internal/hostkeys/hostkeys.go,343,internal/hostkeys,nit,4,3,7,adequate,5,TestAddReplacesTheSameHostAndType,100.0,1,2,False,,"The doc promises to replace a key of the same host and type, but only single-host lines qualify. Given 'wlm01.hpc,wlm01 ssh-rsa OLD', Add({wlm01, ssh-rsa, NEW}) appends, and both OLD and NEW are then trusted for wlm01."
File.Replace,internal/hostkeys/hostkeys.go,359,internal/hostkeys,good,5,3,8,adequate,2,TestRewriteKeepsComments,100.0,1,1,False,,
Load,internal/hostkeys/hostkeys.go,370,internal/hostkeys,nit,4,4,8,strong,12,TestLoadAndSave,83.3,2,3,False,,"Parse errors come back unwrapped ('line 3 is not a host key: ...'), and verify, list and doctor pass them on without the file path."
Save,internal/hostkeys/hostkeys.go,382,internal/hostkeys,nit,4,4,8,strong,1,TestLoadAndSave,100.0,,,True,downgraded,"The package doc says everything goes through one locked update, yet the exported Save writes unlocked. A future Load/change/Save caller would bring back the lost-update race that Modify prevents. Only TestLoadAndSave uses Save."
Modify,internal/hostkeys/hostkeys.go,388,internal/hostkeys,nit,4,4,8,strong,8,TestModifyIsAtomicUnderConcurrency,71.4,1,1,False,,"A parse error comes back without the file path, so 'hostkey refresh' or a reinstall reports 'line N is not a host key' with no file named."
Scanner.Scan,internal/hostkeys/hostkeys.go,422,internal/hostkeys,nit,4,4,8,strong,14,TestScanCollectsFromAnSSHRSAOnlyServer TestScanPrefersTheStrongestKey TestScanDialsOnce TestScanGivesUpOnASilentHost TestScanReportsAnUnreachableHost TestScanThroughACommand TestScanThroughACommandReportsWhatItSaid,94.7,4,5,False,,"Port is used for the dial, but the entry is keyed by the bare host. known_hosts needs '[host]:port' for a port other than 22, so a key scanned with Port ""2222"" would never match. Only tests set Port today."
scanOne,internal/hostkeys/hostkeys.go,450,internal/hostkeys,nit,4,4,8,strong,14,TestScanCollectsFromAnSSHRSAOnlyServer TestScanPrefersTheStrongestKey TestScanGivesUpOnASilentHost TestScanThroughACommand,95.2,5,6,False,,"Two adjacent string params (address, host) are easy to swap, and timeout is redundant with ctx."
DialCommand,internal/hostkeys/hostkeys.go,504,internal/hostkeys,nit,4,3,7,adequate,4,TestCommandConnReportsWhatItSaidOnWrite TestScanThroughACommand,69.2,3,6,False,,"Because c.cmd.WaitDelay is unset, both a ctx cancel and Close wait for every process holding stderr, such as the ProxyJump child ssh starts for -J. See Close."
commandConn.Read,internal/hostkeys/hostkeys.go,552,internal/hostkeys,nit,4,3,7,adequate,4,,100.0,2,2,False,downgraded,"A clean EOF is wrapped, which breaks the io.Reader contract that Read return io.EOF itself. Verified: io.ReadAll on DialCommand(sh -c 'echo hello; echo warn >&2') returns the error 'sh: warn: EOF' instead of nil."
commandConn.Write,internal/hostkeys/hostkeys.go,562,internal/hostkeys,good,5,4,9,strong,4,TestCommandConnReportsWhatItSaidOnWrite,100.0,2,2,False,,
commandConn.explain,internal/hostkeys/hostkeys.go,572,internal/hostkeys,bug,2,3,5,adequate,3,TestCommandConnReportsWhatItSaidOnWrite TestScanThroughACommandReportsWhatItSaid,75.0,2,3,False,upheld,"OpenSSH prints 'channel 0: open failed: connect failed: No route to host', then 'stdio forwarding failed'. Verified with that stderr, Scan reports 'sh: stdio forwarding failed: EOF', so the reason a node behind a jump host is unreachable is lost."
commandConn.Close,internal/hostkeys/hostkeys.go,583,internal/hostkeys,bug,2,2,4,weak,4,,100.0,0,1,False,upheld,"Verified: Scanner{Timeout: 300ms} dialing DialCommand(sh -c 'sleep 4 </dev/null >/dev/null & exec sleep 100') returns after 4.0s. ssh -J starts a ProxyJump child that inherits stderr, so an unreachable first jump costs ConnectTimeout, not --timeout."
commandConn.LocalAddr,internal/hostkeys/hostkeys.go,595,internal/hostkeys,good,5,0,5,none,0,,0.0,,,True,,
commandConn.RemoteAddr,internal/hostkeys/hostkeys.go,596,internal/hostkeys,good,5,1,6,incidental,1,,100.0,,,True,,
commandConn.SetDeadline,internal/hostkeys/hostkeys.go,600,internal/hostkeys,nit,4,1,5,incidental,3,,100.0,,,True,,"The comment is factually wrong, and returning nil claims success for a deadline that is ignored. No harm today, because scanOne closes the connection instead."
commandConn.SetReadDeadline,internal/hostkeys/hostkeys.go,601,internal/hostkeys,nit,4,0,4,none,0,,0.0,,,True,,It silently ignores the deadline while reporting success; the pipe could honour it.
commandConn.SetWriteDeadline,internal/hostkeys/hostkeys.go,602,internal/hostkeys,nit,4,0,4,none,0,,0.0,,,True,,It silently ignores the deadline while reporting success; the pipe could honour it.
commandAddr.Network,internal/hostkeys/hostkeys.go,606,internal/hostkeys,good,5,0,5,none,0,,0.0,,,True,,
commandAddr.String,internal/hostkeys/hostkeys.go,607,internal/hostkeys,good,5,0,5,none,0,,0.0,,,True,,
lockedBuffer.Write,internal/hostkeys/hostkeys.go,616,internal/hostkeys,good,5,3,8,adequate,3,,100.0,,,True,,
lockedBuffer.String,internal/hostkeys/hostkeys.go,622,internal/hostkeys,good,5,3,8,adequate,3,,100.0,,,True,,
lastLine,internal/hostkeys/hostkeys.go,628,internal/hostkeys,good,4,2,6,weak,3,,100.0,,,False,,"No doc comment. It is the helper behind explain's last-line policy, which drops ssh's informative line."
Check,internal/hostname/hostname.go,35,internal/hostname,good,5,4,9,strong,244,TestCheckAcceptsHostNames TestCheckRefusesWhatSSHOrAURLGivesAMeaning TestCheckQuotesWhatItRefuses,100.0,5,6,False,,
checkLabel,internal/hostname/hostname.go,54,internal/hostname,nit,4,4,8,strong,244,TestCheckRefusesWhatSSHOrAURLGivesAMeaning TestCheckQuotesWhatItRefuses,100.0,8,8,False,,"rune(label[i]) turns one UTF-8 byte into a Latin-1 code point. Check(""exé0001"") reports ""'Ã' is not a letter, a digit or a hyphen"", a character the user never typed. The outer error still quotes the whole name, so only the pointer is wrong."
isHostChar,internal/hostname/hostname.go,73,internal/hostname,good,5,4,9,strong,244,,100.0,,,True,,
CheckHost,internal/hostname/hostname.go,80,internal/hostname,good,5,5,10,strong,53,TestCheckHostAcceptsAddresses,100.0,2,2,False,,
IsIP,internal/hostname/hostname.go,89,internal/hostname,good,5,3,8,adequate,187,,100.0,,,True,,
Node.Attribute,internal/inventory/inventory.go,37,internal/inventory,nit,4,0,4,none,0,,0.0,,,True,,"Dead exported method: rg finds no call site anywhere (production or test); callers use n.Attributes[""class""] directly."
New,internal/inventory/inventory.go,67,internal/inventory,good,5,4,9,strong,33,TestNewAppliesDefaultsAndRefinements TestNewRejectsBadEntries,100.0,,,False,,
FromDocuments,internal/inventory/inventory.go,90,internal/inventory,nit,4,3,7,adequate,349,TestSingleNodeFieldsAreRejectedForSets TestNamesDifferingOnlyInPaddingAreRejected TestMachineIdentifiersMustBeUniqueAndWellFormed TestARefinedAddressIsFreeAgain TestMixedWidthsOfDistinctHostsAreAccepted,96.7,8,8,False,,"sort.Strings orders names lexically (exe1,exe10,exe2), while Select/Expand use natural order. Verified: `node list` and `node list exe[1-10]` print the same nodes in different orders."
entryLabel,internal/inventory/inventory.go,145,internal/inventory,good,4,3,7,adequate,346,,100.0,2,3,False,,"Adjacent same-typed d, i ints; the slice is passed only for len(docs) and docs[d].Where."
builder.record,internal/inventory/inventory.go,173,internal/inventory,good,5,3,8,adequate,342,,100.0,4,5,False,,
builder.checkUnique,internal/inventory/inventory.go,198,internal/inventory,good,5,4,9,strong,339,TestMachineIdentifiersMustBeUniqueAndWellFormed TestARefinedAddressIsFreeAgain,95.5,6,7,False,,
identifierKey,internal/inventory/inventory.go,241,internal/inventory,nit,4,2,6,weak,311,,100.0,1,2,False,,"When ParseMAC fails, the 'macs' case silently reaches the shared final return and keys the MAC as an 'address'. Only checkIdentifiers running first keeps this latent."
checkIdentifiers,internal/inventory/inventory.go,259,internal/inventory,good,5,4,9,strong,344,TestMachineIdentifiersMustBeUniqueAndWellFormed TestMalformedIdentifierKeepsTheParseError,92.9,8,8,False,,
ipAddress,internal/inventory/inventory.go,287,internal/inventory,nit,4,4,8,strong,316,TestMachineIdentifiersMustBeUniqueAndWellFormed,100.0,4,4,False,,The doc does not mention that ::ffff:a.b.c.d is unmapped. identifierKey depends on this so the mapped form collides with the IPv4 form.
builder.claim,internal/inventory/inventory.go,300,internal/inventory,nit,4,4,8,strong,343,TestNamesDifferingOnlyInPaddingAreRejected TestNamesWithCapitalsAreRejected TestMixedWidthsOfDistinctHostsAreAccepted,91.7,5,6,False,,"Only lowercase names are ever stored, so b.spelling[held]==held always; the map and its doc are vestigial."
singleNodeField,internal/inventory/inventory.go,327,internal/inventory,good,5,1,6,incidental,339,TestSingleNodeFieldsAreRejectedForSets,50.0,0,3,False,,
Inventory.apply,internal/inventory/inventory.go,342,internal/inventory,nit,4,4,8,strong,342,TestNewAppliesDefaultsAndRefinements TestRackAttributeAndFieldAgree,100.0,1,2,False,,"Private but central method with no doc comment. Undocumented: defaults apply only on first sight, and MACs replace rather than merge."
setIf,internal/inventory/inventory.go,371,internal/inventory,good,4,3,7,adequate,342,,100.0,,,True,,
place,internal/inventory/inventory.go,380,internal/inventory,nit,4,4,8,strong,342,TestRackAttributeAndFieldAgree,77.8,3,3,False,,node and &node.Rack are redundant; key and value are adjacent same-typed strings. Both call sites must line up four related arguments.
checkPlacement,internal/inventory/inventory.go,396,internal/inventory,good,5,4,9,strong,343,TestRackFieldAndAttributeMustNotConflict,100.0,2,2,False,,
Inventory.Len,internal/inventory/inventory.go,406,internal/inventory,good,5,5,10,strong,309,TestNewAppliesDefaultsAndRefinements TestMixedWidthsOfDistinctHostsAreAccepted,100.0,,,True,,
Inventory.Lookup,internal/inventory/inventory.go,409,internal/inventory,nit,4,4,8,strong,105,TestLookupIgnoresPadding TestLookupDoesNotScaleWithTheInventory,100.0,4,4,False,,"The doc says only 'returns a node by name'. That exe1 finds exe0001, and that the name must be lowercase, is visible only in an inline comment and in claim's comment."
Inventory.Names,internal/inventory/inventory.go,423,internal/inventory,nit,4,1,5,incidental,1,,100.0,,,True,,"'Sorted order' is lexical. Verified: exe[1-10] yields exe1,exe10,exe2,..., unlike Select/Expand."
Inventory.All,internal/inventory/inventory.go,428,internal/inventory,nit,4,3,7,adequate,306,,100.0,,,False,,The 'name order' is lexical and disagrees with Select's natural order. The same command prints different orders depending on whether a node set is given.
Inventory.NodeSet,internal/inventory/inventory.go,437,internal/inventory,good,5,4,9,strong,305,TestQueries,100.0,,,True,,
Inventory.Select,internal/inventory/inventory.go,447,internal/inventory,good,5,4,9,strong,6,TestSelectReportsUnknownNodes TestSelectNeverReturnsANilNode TestLookupIgnoresPadding,81.8,2,4,False,,
Inventory.Resolve,internal/inventory/inventory.go,468,internal/inventory,nit,4,1,5,incidental,1,,100.0,,,True,,"Unused exported method. machineIndex (internal/app/machine.go:25-40,98-100) duplicates the same canonicalisation with a second NodeSet."
Inventory.AttributeValues,internal/inventory/inventory.go,473,internal/inventory,nit,4,4,8,strong,15,TestQueries,100.0,1,2,False,,"The doc omits that empty values are dropped. For a valueless genders-style attribute (k: """"), node.go:311-317 then errors 'no node carries the attribute' although nodes carry it."
Inventory.AttributeKeys,internal/inventory/inventory.go,489,internal/inventory,good,5,4,9,strong,2,TestQueries,100.0,0,1,False,,
Inventory.WithAttribute,internal/inventory/inventory.go,507,internal/inventory,good,5,4,9,strong,34,TestQueries TestRackAttributeAndFieldAgree TestMixedWidthsOfDistinctHostsAreAccepted,87.5,2,3,False,,
Inventory.Racks,internal/inventory/inventory.go,522,internal/inventory,good,5,5,10,strong,5,TestQueries TestRackAttributeAndFieldAgree,100.0,,,True,,
Inventory.InRack,internal/inventory/inventory.go,529,internal/inventory,good,5,4,9,strong,5,TestQueries TestRackAttributeAndFieldAgree,66.7,1,1,False,,
BootPath,internal/inventory/inventory.go,542,internal/inventory,nit,4,3,7,adequate,24,TestBootPath,92.9,5,8,False,,The static bool result is unnamed and undocumented. 'else the first cluster rule that names it' contradicts the rule that more than one match is an error.
Actions,internal/ipmi/ipmi.go,41,internal/ipmi,good,5,3,8,adequate,352,,100.0,,,True,,
Backend.Power,internal/ipmi/ipmi.go,90,internal/ipmi,good,5,4,9,strong,27,TestUnknownActionAndEmptySetAreReported TestArgumentErrorsAreUsageErrors TestTheAccountIsQuotedForFreeIPMI TestEveryRequestedProcessorIsReported TestParsesStatusAndFailures TestPasswordNeverReachesTheArgumentVector,100.0,6,6,False,,
Backend.backend,internal/ipmi/ipmi.go,112,internal/ipmi,good,4,3,7,adequate,27,,100.0,,,True,,"The method is named after its own type but returns the configured tool name. In Power's switch, b.backend() reads as if it returned a backend object."
CheckAction,internal/ipmi/ipmi.go,120,internal/ipmi,good,5,4,9,strong,51,TestArgumentErrorsAreUsageErrors TestUnknownActionAndEmptySetAreReported TestBMCPowerChecksTheActionFirst,100.0,2,2,False,,
ipmipowerAction,internal/ipmi/ipmi.go,131,internal/ipmi,nit,4,2,6,weak,22,TestIpmipowerTakesTheWholeHostList,77.8,2,2,False,,"Only --off is asserted in-package. Swapping --on and --cycle, or mapping reset to --soft, survives the ipmi, cli and cmd tests. A power cycle sent as a power-on would go unnoticed."
ipmitoolAction,internal/ipmi/ipmi.go,152,internal/ipmi,good,5,3,8,adequate,7,TestIpmitoolLoopsOnTheGateway,66.7,,,True,,
ipmipowerAnswer,internal/ipmi/ipmi.go,162,internal/ipmi,good,5,4,9,strong,20,TestOnlyKnownAnswersCountAsSuccess TestParsesStatusAndFailures,100.0,4,4,False,,
ipmitoolAnswer,internal/ipmi/ipmi.go,180,internal/ipmi,good,5,4,9,strong,7,TestOnlyKnownAnswersCountAsSuccess TestIpmitoolLoopRunsInAShell,100.0,4,5,False,,
ipmipowerQuote,internal/ipmi/ipmi.go,196,internal/ipmi,good,5,5,10,strong,20,TestTheAccountIsQuotedForFreeIPMI,100.0,,,False,,
Backend.runIpmipower,internal/ipmi/ipmi.go,201,internal/ipmi,nit,4,3,7,adequate,22,TestIpmipowerTakesTheWholeHostList TestMultiDimensionalSetsHaveOneRangePerNameInTheHostList TestTheAccountIsQuotedForFreeIPMI,93.8,3,5,False,,"The default binary /usr/sbin/ipmipower is hardcoded here and repeated in internal/cli/doctor.go ipmiBinary (L213-224), and the LAN_2_0 driver in defaults.yaml. Doctor's comment admits the copy, so a change here silently drifts from what doctor checks."
Backend.runIpmitool,internal/ipmi/ipmi.go,232,internal/ipmi,nit,4,4,8,strong,7,TestIpmitoolLoopsOnTheGateway TestIpmitoolLoopRunsInAShell TestIpmitoolTimeoutScalesWithTheSet,90.0,4,6,False,,"The default /usr/bin/ipmitool is duplicated in internal/cli/doctor.go ipmiBinary, so the two can drift without any test noticing."
Backend.collect,internal/ipmi/ipmi.go,274,internal/ipmi,good,4,4,8,strong,25,TestAnswersAreMatchedToTheWholeName TestEveryRequestedProcessorIsReported TestOnlyKnownAnswersCountAsSuccess TestParsesStatusAndFailures,95.5,5,5,False,,"collect and unreported are methods, but neither uses Backend state. collect needs the receiver only to reach unreported. This is cosmetic, but it hides that both are pure functions of the result."
Backend.unreported,internal/ipmi/ipmi.go,313,internal/ipmi,bug,2,2,4,weak,8,TestEveryRequestedProcessorIsReported,100.0,5,7,False,upheld,"ipmipower outlives bmc.ipmi.timeout and exits 124. classify sets Err to ""mgmt: command exited 124"" with no exit code, and case Err wins. Unreported processors get exit code 1 instead of Transport, and lose the ""check the power state"" hint. For exit 127 the stderr detail is lost. Reproduced with transport.ExitResult."
lastLine,internal/ipmi/ipmi.go,332,internal/ipmi,good,4,2,6,weak,1,,100.0,,,False,,A near-duplicate of transport.lastLine (transport.go:599) with different whitespace handling. Two helpers for the same job can drift.
Backend.run,internal/ipmi/ipmi.go,354,internal/ipmi,nit,4,3,7,adequate,20,,100.0,,,False,,"Line 356 is a no-op, because Quote(placeholder) == placeholder, and line 357 duplicates runScript L365. The code suggests the placeholder can appear quoted when it cannot. Removing both lines survives all tests."
Backend.runScript,internal/ipmi/ipmi.go,364,internal/ipmi,good,5,4,9,strong,25,TestPasswordNeverReachesTheArgumentVector TestIpmitoolLoopRunsInAShell,100.0,,,False,,
Server.addCommandTool,internal/mcpserver/command.go,35,internal/mcpserver,good,5,4,9,strong,40,TestToolsAreAnnotated,100.0,,,True,,
